ENUM_VALUE,NAMESPACE,ID_ENUM_DATA
indonesia,global/countryname,113
inmarsat - east atlantic ocean,global/countryname,114
inmarsat - indian ocean,global/countryname,115
inmarsat - pacific ocean,global/countryname,116
inmarsat - west atlantic ocean,global/countryname,117
iran,global/countryname,118
iraq,global/countryname,119
ireland,global/countryname,120
israel,global/countryname,121
italy,global/countryname,122
ivory coast,global/countryname,123
jamaica,global/countryname,124
japan,global/countryname,125
jordan,global/countryname,126
kazakhstan,global/countryname,127
kenya,global/countryname,128
kiribati,global/countryname,129
kuwait,global/countryname,130
kyrgyzstan,global/countryname,131
laos,global/countryname,132
latvia,global/countryname,133
lebanon,global/countryname,134
lesotho,global/countryname,135
liberia,global/countryname,136
libya,global/countryname,137
liechtenstein,global/countryname,138
lithuania,global/countryname,139
luxembourg,global/countryname,140
macau,global/countryname,141
macedonia,global/countryname,142
madagascar,global/countryname,143
malawi,global/countryname,144
malaysia,global/countryname,145
maldives,global/countryname,146
mali republic,global/countryname,147
malta,global/countryname,148
marshall islands,global/countryname,149
mauritania,global/countryname,150
mauritius,global/countryname,151
mayotte island,global/countryname,152
mexico,global/countryname,153
micronesia,global/countryname,154
moldova,global/countryname,155
monaco,global/countryname,156
mongolia,global/countryname,157
montserrat,global/countryname,158
morocco,global/countryname,159
mozambique,global/countryname,160
myanmar,global/countryname,161
namibia,global/countryname,162
nauru,global/countryname,163
nepal,global/countryname,164
netherlands,global/countryname,165
netherlands antilles,global/countryname,166
nevis,global/countryname,167
new caledonia,global/countryname,168
new zealand,global/countryname,169
nicaragua,global/countryname,170
niger republic,global/countryname,171
nigeria,global/countryname,172
niue,global/countryname,173
norfolk island,global/countryname,174
north korea,global/countryname,175
norway,global/countryname,176
oman,global/countryname,177
pakistan,global/countryname,178
palau,global/countryname,179
palestine,global/countryname,180
panama,global/countryname,181
papua new guinea,global/countryname,182
paraguay,global/countryname,183
peru,global/countryname,184
philippines,global/countryname,185
poland,global/countryname,186
portugal,global/countryname,187
puerto rico,global/countryname,188
qatar,global/countryname,189
reunion island,global/countryname,190
romania,global/countryname,191
russia,global/countryname,192
rwanda,global/countryname,193
saipan,global/countryname,194
san marino,global/countryname,195
sao tome,global/countryname,196
saudi arabia,global/countryname,197
senegal republic,global/countryname,198
montenegro,global/countryname/serbia,199
seychelles islands,global/countryname,200
sierra leone,global/countryname,201
singapore,global/countryname,202
slovakia,global/countryname,203
slovenia,global/countryname,204
solomon islands,global/countryname,205
somalia,global/countryname,206
south africa,global/countryname,207
south korea,global/countryname,208
spain,global/countryname,209
sri lanka,global/countryname,210
st helena,global/countryname,211
nevis,global/countryname/st. kitts,212
st. lucia,global/countryname,213
miquelon,global/countryname/st. pierre,214
grenadines,global/countryname/st. vincent,215
sudan,global/countryname,216
suriname,global/countryname,217
swaziland,global/countryname,218
sweden,global/countryname,219
switzerland,global/countryname,220
(gmt+09:30) darwin,global/timezoneid,308
(gmt+10:00) brisbane,global/timezoneid,309
"(gmt+10:00) guam, port moresby, vladivostok",global/timezoneid,310
(gmt+10:00) hobart,global/timezoneid,311
"(gmt+10:00) sydney, melbourne",global/timezoneid,312
"(gmt+11:00) magadan, solomon is., new caledonia",global/timezoneid,313
"(gmt+12:00) fiji, kamchatka, marshall is.",global/timezoneid,314
"(gmt+12:00) wellington, auckland",global/timezoneid,315
"(gmt-01:00) azores, cape verde is.",global/timezoneid,316
"(gmt-03:00) buenos aires, georgetown",global/timezoneid,317
(gmt-03:30) newfoundland,global/timezoneid,318
(gmt-04:00) atlantic time (canada),global/timezoneid,319
"(gmt-04:00) caracas, la paz",global/timezoneid,320
"(gmt-05:00) bogota, lima",global/timezoneid,321
(gmt-05:00) eastern time (us & canada),global/timezoneid,322
(gmt-05:00) indiana (east),global/timezoneid,323
(gmt-06:00) central time (us & canada),global/timezoneid,324
"(gmt-06:00) mexico city, tegucigalpa",global/timezoneid,325
(gmt-06:00) saskatchewan,global/timezoneid,326
(gmt-07:00) arizona,global/timezoneid,327
(gmt-07:00) mountain time (us & canada),global/timezoneid,328
"(gmt-08:00) pacific time (us & canada), tijuana",global/timezoneid,329
(gmt-09:00) alaska,global/timezoneid,330
(gmt-10:00) hawaii,global/timezoneid,331
"(gmt-11:00) midway island, samoa",global/timezoneid,332
"(gmt-12:00) eniwetok, kwajalein",global/timezoneid,333
128kb,intercall.com/confcommon/billcode,334
256kb,intercall.com/confcommon/billcode,335
384kb,intercall.com/confcommon/billcode,336
512kb,intercall.com/confcommon/billcode,337
8,intercall.com/confcommon/billcode,338
a,intercall.com/confcommon/billcode,339
a8,intercall.com/confcommon/billcode,340
ai,intercall.com/confcommon/billcode,341
awm,intercall.com/confcommon/billcode,342
d,intercall.com/confcommon/billcode,343
d8,intercall.com/confcommon/billcode,344
e,intercall.com/confcommon/billcode,345
e8,intercall.com/confcommon/billcode,346
g,intercall.com/confcommon/billcode,347
g8,intercall.com/confcommon/billcode,348
i,intercall.com/confcommon/billcode,349
io,intercall.com/confcommon/billcode,350
itl,intercall.com/confcommon/billcode,351
iwm,intercall.com/confcommon/billcode,352
iws,intercall.com/confcommon/billcode,353
l,intercall.com/confcommon/billcode,354
p,intercall.com/confcommon/billcode,355
p8,intercall.com/confcommon/billcode,356
r,intercall.com/confcommon/billcode,357
r8,intercall.com/confcommon/billcode,358
rc,intercall.com/confcommon/billcode,359
rc8,intercall.com/confcommon/billcode,360
rvp,intercall.com/confcommon/billcode,361
ad,intercall.com/confcommon/surchargecode,362
ae,intercall.com/confcommon/surchargecode,363
af,intercall.com/confcommon/surchargecode,364
ag,intercall.com/confcommon/surchargecode,365
ai,intercall.com/confcommon/surchargecode,366
al,intercall.com/confcommon/surchargecode,367
als,intercall.com/confcommon/surchargecode,368
am,intercall.com/confcommon/surchargecode,369
an,intercall.com/confcommon/surchargecode,370
ao,intercall.com/confcommon/surchargecode,371
aq,intercall.com/confcommon/surchargecode,372
ar,intercall.com/confcommon/surchargecode,373
as,intercall.com/confcommon/surchargecode,374
asc,intercall.com/confcommon/surchargecode,375
at,intercall.com/confcommon/surchargecode,376
au,intercall.com/confcommon/surchargecode,377
aumo,intercall.com/confcommon/surchargecode,378
aw,intercall.com/confcommon/surchargecode,379
az,intercall.com/confcommon/surchargecode,380
azo,intercall.com/confcommon/surchargecode,381
ba,intercall.com/confcommon/surchargecode,382
bb,intercall.com/confcommon/surchargecode,383
bbd,intercall.com/confcommon/surchargecode,384
bd,intercall.com/confcommon/surchargecode,385
be,intercall.com/confcommon/surchargecode,386
bf,intercall.com/confcommon/surchargecode,387
bg,intercall.com/confcommon/surchargecode,388
bh,intercall.com/confcommon/surchargecode,389
bi,intercall.com/confcommon/surchargecode,390
bj,intercall.com/confcommon/surchargecode,391
bm,intercall.com/confcommon/surchargecode,392
bn,intercall.com/confcommon/surchargecode,393
bo,intercall.com/confcommon/surchargecode,394
br,intercall.com/confcommon/surchargecode,395
brg,intercall.com/confcommon/surchargecode,396
bs,intercall.com/confcommon/surchargecode,397
bt,intercall.com/confcommon/surchargecode,398
bv,intercall.com/confcommon/surchargecode,399
bw,intercall.com/confcommon/surchargecode,400
by,intercall.com/confcommon/surchargecode,401
bz,intercall.com/confcommon/surchargecode,402
ca,intercall.com/confcommon/surchargecode,403
cc,intercall.com/confcommon/surchargecode,404
ccs,intercall.com/confcommon/surchargecode,405
cd,intercall.com/confcommon/surchargecode,406
cf,intercall.com/confcommon/surchargecode,407
cg,intercall.com/confcommon/surchargecode,408
ch,intercall.com/confcommon/surchargecode,409
ci,intercall.com/confcommon/surchargecode,410
ck,intercall.com/confcommon/surchargecode,411
cl,intercall.com/confcommon/surchargecode,412
cm,intercall.com/confcommon/surchargecode,413
cn,intercall.com/confcommon/surchargecode,414
cnn,intercall.com/confcommon/surchargecode,415
cns,intercall.com/confcommon/surchargecode,416
cny,intercall.com/confcommon/surchargecode,417
co,intercall.com/confcommon/surchargecode,418
comm,intercall.com/confcommon/surchargecode,419
cr,intercall.com/confcommon/surchargecode,420
cs,intercall.com/confcommon/surchargecode,421
cu,intercall.com/confcommon/surchargecode,422
cv,intercall.com/confcommon/surchargecode,423
cx,intercall.com/confcommon/surchargecode,424
cy,intercall.com/confcommon/surchargecode,425
cz,intercall.com/confcommon/surchargecode,426
de,intercall.com/confcommon/surchargecode,427
dj,intercall.com/confcommon/surchargecode,428
dk,intercall.com/confcommon/surchargecode,429
dm,intercall.com/confcommon/surchargecode,430
do,intercall.com/confcommon/surchargecode,431
dz,intercall.com/confcommon/surchargecode,432
ec,intercall.com/confcommon/surchargecode,433
ee,intercall.com/confcommon/surchargecode,434
eg,intercall.com/confcommon/surchargecode,435
eh,intercall.com/confcommon/surchargecode,436
er,intercall.com/confcommon/surchargecode,437
es,intercall.com/confcommon/surchargecode,438
et,intercall.com/confcommon/surchargecode,439
fi,intercall.com/confcommon/surchargecode,440
fj,intercall.com/confcommon/surchargecode,441
fk,intercall.com/confcommon/surchargecode,442
fm,intercall.com/confcommon/surchargecode,443
fo,intercall.com/confcommon/surchargecode,444
fr,intercall.com/confcommon/surchargecode,445
fx,intercall.com/confcommon/surchargecode,446
g-ae,intercall.com/confcommon/surchargecode,447
g-ag,intercall.com/confcommon/surchargecode,448
g-ai,intercall.com/confcommon/surchargecode,449
g-an,intercall.com/confcommon/surchargecode,450
g-ar,intercall.com/confcommon/surchargecode,451
g-at,intercall.com/confcommon/surchargecode,452
g-au,intercall.com/confcommon/surchargecode,453
g-aw,intercall.com/confcommon/surchargecode,454
g-bb,intercall.com/confcommon/surchargecode,455
g-bbd,intercall.com/confcommon/surchargecode,456
g-be,intercall.com/confcommon/surchargecode,457
g-bg,intercall.com/confcommon/surchargecode,458
g-bh,intercall.com/confcommon/surchargecode,459
g-bm,intercall.com/confcommon/surchargecode,460
g-bn,intercall.com/confcommon/surchargecode,461
g-bo,intercall.com/confcommon/surchargecode,462
syria,global/countryname,221
taiwan,global/countryname,222
tajikistan,global/countryname,223
tanzania,global/countryname,224
thailand,global/countryname,225
togo,global/countryname,226
tonga islands,global/countryname,227
tongolese republic,global/countryname,228
tobago,global/countryname/trinidad,229
tunisia,global/countryname,230
turkey,global/countryname,231
turkmenistan,global/countryname,232
caicos islands,global/countryname/turks,233
tuvalu,global/countryname,234
uganda,global/countryname,235
ukraine,global/countryname,236
united arab emirates,global/countryname,237
united kingdom,global/countryname,238
uruguay,global/countryname,239
us virgin islands,global/countryname,240
usa,global/countryname,241
uzbekistan,global/countryname,242
vanuatu,global/countryname,243
vatican city,global/countryname,244
venezuela,global/countryname,245
vietnam,global/countryname,246
futuna islands,global/countryname/wallis,247
western samoa,global/countryname,248
yemen,global/countryname,249
zaire,global/countryname,250
zambia,global/countryname,251
zimbabwe,global/countryname,252
friday,global/dayoftheweek,253
monday,global/dayoftheweek,254
saturday,global/dayoftheweek,255
sunday,global/dayoftheweek,256
thursday,global/dayoftheweek,257
tuesday,global/dayoftheweek,258
wednesday,global/dayoftheweek,259
de,global/languagecode,260
fr,global/languagecode,261
it,global/languagecode,262
jp,global/languagecode,263
us,global/languagecode,264
april,global/monthoftheyear,265
august,global/monthoftheyear,266
december,global/monthoftheyear,267
february,global/monthoftheyear,268
january,global/monthoftheyear,269
july,global/monthoftheyear,270
june,global/monthoftheyear,271
march,global/monthoftheyear,272
may,global/monthoftheyear,273
november,global/monthoftheyear,274
october,global/monthoftheyear,275
september,global/monthoftheyear,276
month1inquarter,global/monthoftheyearbyquarter,277
month2inquarter,global/monthoftheyearbyquarter,278
month3inquarter,global/monthoftheyearbyquarter,279
cad,global/systemcurrencies/systemcurrencies,280
eur,global/systemcurrencies/systemcurrencies,281
gbp,global/systemcurrencies/systemcurrencies,282
usd,global/systemcurrencies/systemcurrencies,283
"(gmt) greenwich mean time; dublin, edinburgh, london, lisbon",global/timezoneid,284
"(gmt) monrovia, casablanca",global/timezoneid,285
"(gmt+01:00) berlin, stockholm, rome, bern, brussels vienna",global/timezoneid,286
"(gmt+01:00) paris, madrid, amsterdam",global/timezoneid,287
"(gmt+01:00) prague, warsaw, budapest",global/timezoneid,288
"(gmt+02:00) athens, helsinki, istanbul",global/timezoneid,289
(gmt+02:00) cairo,global/timezoneid,290
"(gmt+02:00) harare, pretoria",global/timezoneid,291
(gmt+02:00) israel,global/timezoneid,292
(gmt+03:00) baghdad,global/timezoneid,293
"(gmt+03:00) kuwait, nairobi, riyadh",global/timezoneid,294
"(gmt+03:00) kuwait, riyadh, nairobi",global/timezoneid,295
"(gmt+03:00) moscow, st. petersburg, kazan, volgograd",global/timezoneid,296
(gmt+03:30) tehran,global/timezoneid,297
"(gmt+04:00) abu dhabi, muscat, tbilisi",global/timezoneid,298
(gmt+04:30) kabul,global/timezoneid,299
"(gmt+05:00) islamabad, karachi, ekaterinburg, tashkent",global/timezoneid,300
"(gmt+05:30) bombay, calcutta, madras, new delhi, colombo",global/timezoneid,301
"(gmt+06:00) almaty, dhaka",global/timezoneid,302
"(gmt+07:00) bangkok, jakarta, hanoi",global/timezoneid,303
"(gmt+08:00) beijing, chongqing, urumqi",global/timezoneid,304
"(gmt+08:00) hong kong, perth, singapore, taipei",global/timezoneid,305
"(gmt+09:00) tokyo, osaka, sapporo, seoul, yakutsk",global/timezoneid,306
(gmt+09:30) adelaide,global/timezoneid,307
read,global/accesslevel,1
write,global/accesslevel,2
mam,global/application/application,3
mcm,global/application/application,4
mdm,global/application/application,5
mom,global/application/application,6
mps,global/application/application,7
mam,global/application,8
mcm,global/application,9
mom,global/application,10
mps,global/application,11
FALSE,global/boolean,12
TRUE,global/boolean,13
no,global/booleanyn,14
yes,global/booleanyn,15
afghanistan,global/countryname,16
albania,global/countryname,17
algeria,global/countryname,18
american samoa,global/countryname,19
andorra,global/countryname,20
angola,global/countryname,21
anguilla,global/countryname,22
antarctica,global/countryname,23
antigua,global/countryname,24
argentina,global/countryname,25
armenia,global/countryname,26
aruba,global/countryname,27
ascension island,global/countryname,28
australia,global/countryname,29
austria,global/countryname,30
azerbaijan,global/countryname,31
bahamas,global/countryname,32
bahrain,global/countryname,33
bangladesh,global/countryname,34
barbados,global/countryname,35
belarus,global/countryname,36
belgium,global/countryname,37
belize,global/countryname,38
benin,global/countryname,39
bermuda,global/countryname,40
bhutan,global/countryname,41
bolivia,global/countryname,42
hercegovina,global/countryname/bosnia,43
botswana,global/countryname,44
brazil,global/countryname,45
british virgin islands,global/countryname,46
brunei,global/countryname,47
bulgaria,global/countryname,48
burkina faso,global/countryname,49
burundi,global/countryname,50
cambodia,global/countryname,51
cameroon,global/countryname,52
canada,global/countryname,53
cape verde islands,global/countryname,54
cayman islands,global/countryname,55
central african republic,global/countryname,56
chad republic,global/countryname,57
chile,global/countryname,58
china,global/countryname,59
christmas island,global/countryname,60
cnmi,global/countryname,61
colombia,global/countryname,62
comoros,global/countryname,63
congo,global/countryname,64
cook islands,global/countryname,65
costa rica,global/countryname,66
croatia,global/countryname,67
cuba,global/countryname,68
cyprus,global/countryname,69
czech republic,global/countryname,70
denmark,global/countryname,71
diego garcia,global/countryname,72
djibouti,global/countryname,73
dominica,global/countryname,74
dominican republic,global/countryname,75
ecuador,global/countryname,76
egypt,global/countryname,77
el salvador,global/countryname,78
equatorial guinea,global/countryname,79
eritrea,global/countryname,80
estonia,global/countryname,81
ethiopia,global/countryname,82
faeroe islands,global/countryname,83
falkland islands,global/countryname,84
fiji islands,global/countryname,85
finland,global/countryname,86
france,global/countryname,87
french antilles,global/countryname,88
french guiana,global/countryname,89
french polynesia,global/countryname,90
gabon,global/countryname,91
gambia,global/countryname,92
georgia,global/countryname,93
germany,global/countryname,94
ghana,global/countryname,95
gibraltar,global/countryname,96
greece,global/countryname,97
greenland,global/countryname,98
grenada,global/countryname,99
guadeloupe,global/countryname,100
guam,global/countryname,101
guantanamo bay,global/countryname,102
guatemala,global/countryname,103
guinea,global/countryname,104
guinea-bissau,global/countryname,105
guyana,global/countryname,106
haiti,global/countryname,107
honduras,global/countryname,108
hong kong,global/countryname,109
hungary,global/countryname,110
iceland,global/countryname,111
india,global/countryname,112
w-do,intercall.com/confcommon/surchargecode,920
w-dz,intercall.com/confcommon/surchargecode,921
w-ec,intercall.com/confcommon/surchargecode,922
w-ee,intercall.com/confcommon/surchargecode,923
w-eg,intercall.com/confcommon/surchargecode,924
w-eh,intercall.com/confcommon/surchargecode,925
w-er,intercall.com/confcommon/surchargecode,926
w-es,intercall.com/confcommon/surchargecode,927
w-et,intercall.com/confcommon/surchargecode,928
w-fi,intercall.com/confcommon/surchargecode,929
w-fj,intercall.com/confcommon/surchargecode,930
w-fk,intercall.com/confcommon/surchargecode,931
w-fm,intercall.com/confcommon/surchargecode,932
w-fo,intercall.com/confcommon/surchargecode,933
w-fr,intercall.com/confcommon/surchargecode,934
w-fx,intercall.com/confcommon/surchargecode,935
w-ga,intercall.com/confcommon/surchargecode,936
w-gd,intercall.com/confcommon/surchargecode,937
w-ge,intercall.com/confcommon/surchargecode,938
w-gf,intercall.com/confcommon/surchargecode,939
w-gh,intercall.com/confcommon/surchargecode,940
w-gi,intercall.com/confcommon/surchargecode,941
w-gl,intercall.com/confcommon/surchargecode,942
w-gm,intercall.com/confcommon/surchargecode,943
w-gn,intercall.com/confcommon/surchargecode,944
w-gp,intercall.com/confcommon/surchargecode,945
w-gq,intercall.com/confcommon/surchargecode,946
w-gr,intercall.com/confcommon/surchargecode,947
w-grd,intercall.com/confcommon/surchargecode,948
w-gs,intercall.com/confcommon/surchargecode,949
w-gt,intercall.com/confcommon/surchargecode,950
w-gu,intercall.com/confcommon/surchargecode,951
w-gw,intercall.com/confcommon/surchargecode,952
w-gy,intercall.com/confcommon/surchargecode,953
w-haw,intercall.com/confcommon/surchargecode,954
w-hk,intercall.com/confcommon/surchargecode,955
w-hm,intercall.com/confcommon/surchargecode,956
w-hn,intercall.com/confcommon/surchargecode,957
w-hr,intercall.com/confcommon/surchargecode,958
w-ht,intercall.com/confcommon/surchargecode,959
w-hu,intercall.com/confcommon/surchargecode,960
w-ibz,intercall.com/confcommon/surchargecode,961
w-id,intercall.com/confcommon/surchargecode,962
w-ie,intercall.com/confcommon/surchargecode,963
w-il,intercall.com/confcommon/surchargecode,964
w-in,intercall.com/confcommon/surchargecode,965
w-int,intercall.com/confcommon/surchargecode,966
w-io,intercall.com/confcommon/surchargecode,967
w-iq,intercall.com/confcommon/surchargecode,968
w-ir,intercall.com/confcommon/surchargecode,969
w-is,intercall.com/confcommon/surchargecode,970
w-it,intercall.com/confcommon/surchargecode,971
w-jm,intercall.com/confcommon/surchargecode,972
w-jo,intercall.com/confcommon/surchargecode,973
w-jp,intercall.com/confcommon/surchargecode,974
w-ke,intercall.com/confcommon/surchargecode,975
w-kg,intercall.com/confcommon/surchargecode,976
w-kh,intercall.com/confcommon/surchargecode,977
w-ki,intercall.com/confcommon/surchargecode,978
w-km,intercall.com/confcommon/surchargecode,979
w-kn,intercall.com/confcommon/surchargecode,980
w-kp,intercall.com/confcommon/surchargecode,981
w-kr,intercall.com/confcommon/surchargecode,982
w-kw,intercall.com/confcommon/surchargecode,983
w-ky,intercall.com/confcommon/surchargecode,984
w-kz,intercall.com/confcommon/surchargecode,985
w-la,intercall.com/confcommon/surchargecode,986
w-lb,intercall.com/confcommon/surchargecode,987
w-lc,intercall.com/confcommon/surchargecode,988
w-li,intercall.com/confcommon/surchargecode,989
w-lk,intercall.com/confcommon/surchargecode,990
w-lr,intercall.com/confcommon/surchargecode,991
w-ls,intercall.com/confcommon/surchargecode,992
w-lt,intercall.com/confcommon/surchargecode,993
w-lu,intercall.com/confcommon/surchargecode,994
w-lv,intercall.com/confcommon/surchargecode,995
w-ly,intercall.com/confcommon/surchargecode,996
w-ma,intercall.com/confcommon/surchargecode,997
w-mc,intercall.com/confcommon/surchargecode,998
w-md,intercall.com/confcommon/surchargecode,999
w-mdr,intercall.com/confcommon/surchargecode,1000
w-mg,intercall.com/confcommon/surchargecode,1001
w-mh,intercall.com/confcommon/surchargecode,1002
w-mk,intercall.com/confcommon/surchargecode,1003
w-ml,intercall.com/confcommon/surchargecode,1004
w-mm,intercall.com/confcommon/surchargecode,1005
w-mn,intercall.com/confcommon/surchargecode,1006
w-mo,intercall.com/confcommon/surchargecode,1007
w-mp,intercall.com/confcommon/surchargecode,1008
w-mq,intercall.com/confcommon/surchargecode,1009
w-mr,intercall.com/confcommon/surchargecode,1010
w-ms,intercall.com/confcommon/surchargecode,1011
w-mt,intercall.com/confcommon/surchargecode,1012
w-mu,intercall.com/confcommon/surchargecode,1013
w-mv,intercall.com/confcommon/surchargecode,1014
w-mw,intercall.com/confcommon/surchargecode,1015
w-mx,intercall.com/confcommon/surchargecode,1016
w-my,intercall.com/confcommon/surchargecode,1017
w-mz,intercall.com/confcommon/surchargecode,1018
w-na,intercall.com/confcommon/surchargecode,1019
w-nat,intercall.com/confcommon/surchargecode,1020
w-nc,intercall.com/confcommon/surchargecode,1021
w-ne,intercall.com/confcommon/surchargecode,1022
w-nf,intercall.com/confcommon/surchargecode,1023
w-ng,intercall.com/confcommon/surchargecode,1024
w-ni,intercall.com/confcommon/surchargecode,1025
w-nl,intercall.com/confcommon/surchargecode,1026
w-no,intercall.com/confcommon/surchargecode,1027
w-np,intercall.com/confcommon/surchargecode,1028
w-nr,intercall.com/confcommon/surchargecode,1029
w-nu,intercall.com/confcommon/surchargecode,1030
w-nz,intercall.com/confcommon/surchargecode,1031
w-om,intercall.com/confcommon/surchargecode,1032
w-pa,intercall.com/confcommon/surchargecode,1033
w-pe,intercall.com/confcommon/surchargecode,1034
w-pf,intercall.com/confcommon/surchargecode,1035
w-pg,intercall.com/confcommon/surchargecode,1036
w-ph,intercall.com/confcommon/surchargecode,1037
w-pk,intercall.com/confcommon/surchargecode,1038
w-pl,intercall.com/confcommon/surchargecode,1039
w-pm,intercall.com/confcommon/surchargecode,1040
w-pn,intercall.com/confcommon/surchargecode,1041
w-pr,intercall.com/confcommon/surchargecode,1042
w-ps,intercall.com/confcommon/surchargecode,1043
w-pt,intercall.com/confcommon/surchargecode,1044
w-pw,intercall.com/confcommon/surchargecode,1045
w-py,intercall.com/confcommon/surchargecode,1046
w-qa,intercall.com/confcommon/surchargecode,1047
w-re,intercall.com/confcommon/surchargecode,1048
w-ro,intercall.com/confcommon/surchargecode,1049
w-ru,intercall.com/confcommon/surchargecode,1050
w-rw,intercall.com/confcommon/surchargecode,1051
w-s2,intercall.com/confcommon/surchargecode,1052
w-s3,intercall.com/confcommon/surchargecode,1053
w-s4,intercall.com/confcommon/surchargecode,1054
w-s5,intercall.com/confcommon/surchargecode,1055
w-sa,intercall.com/confcommon/surchargecode,1056
w-sat,intercall.com/confcommon/surchargecode,1057
w-sb,intercall.com/confcommon/surchargecode,1058
w-sc,intercall.com/confcommon/surchargecode,1059
w-sct,intercall.com/confcommon/surchargecode,1060
w-sd,intercall.com/confcommon/surchargecode,1061
w-se,intercall.com/confcommon/surchargecode,1062
w-sg,intercall.com/confcommon/surchargecode,1063
w-sh,intercall.com/confcommon/surchargecode,1064
w-si,intercall.com/confcommon/surchargecode,1065
w-sj,intercall.com/confcommon/surchargecode,1066
w-sk,intercall.com/confcommon/surchargecode,1067
w-sl,intercall.com/confcommon/surchargecode,1068
w-sm,intercall.com/confcommon/surchargecode,1069
g-br,intercall.com/confcommon/surchargecode,463
g-bs,intercall.com/confcommon/surchargecode,464
g-by,intercall.com/confcommon/surchargecode,465
g-ca,intercall.com/confcommon/surchargecode,466
g-ccs,intercall.com/confcommon/surchargecode,467
g-ch,intercall.com/confcommon/surchargecode,468
g-cl,intercall.com/confcommon/surchargecode,469
g-cn,intercall.com/confcommon/surchargecode,470
g-cnn,intercall.com/confcommon/surchargecode,471
g-cns,intercall.com/confcommon/surchargecode,472
g-co,intercall.com/confcommon/surchargecode,473
g-cr,intercall.com/confcommon/surchargecode,474
g-cy,intercall.com/confcommon/surchargecode,475
g-cz,intercall.com/confcommon/surchargecode,476
g-de,intercall.com/confcommon/surchargecode,477
g-dk,intercall.com/confcommon/surchargecode,478
g-dm,intercall.com/confcommon/surchargecode,479
g-do,intercall.com/confcommon/surchargecode,480
g-ec,intercall.com/confcommon/surchargecode,481
g-ee,intercall.com/confcommon/surchargecode,482
g-es,intercall.com/confcommon/surchargecode,483
g-fi,intercall.com/confcommon/surchargecode,484
g-fj,intercall.com/confcommon/surchargecode,485
g-fr,intercall.com/confcommon/surchargecode,486
g-gd,intercall.com/confcommon/surchargecode,487
g-gr,intercall.com/confcommon/surchargecode,488
g-grd,intercall.com/confcommon/surchargecode,489
g-gt,intercall.com/confcommon/surchargecode,490
g-gu,intercall.com/confcommon/surchargecode,491
g-hk,intercall.com/confcommon/surchargecode,492
g-hr,intercall.com/confcommon/surchargecode,493
g-hu,intercall.com/confcommon/surchargecode,494
g-id,intercall.com/confcommon/surchargecode,495
g-ie,intercall.com/confcommon/surchargecode,496
g-il,intercall.com/confcommon/surchargecode,497
g-in,intercall.com/confcommon/surchargecode,498
g-is,intercall.com/confcommon/surchargecode,499
g-it,intercall.com/confcommon/surchargecode,500
g-jm,intercall.com/confcommon/surchargecode,501
g-jp,intercall.com/confcommon/surchargecode,502
g-ke,intercall.com/confcommon/surchargecode,503
g-kn,intercall.com/confcommon/surchargecode,504
g-kr,intercall.com/confcommon/surchargecode,505
g-ky,intercall.com/confcommon/surchargecode,506
g-lc,intercall.com/confcommon/surchargecode,507
g-li,intercall.com/confcommon/surchargecode,508
g-lk,intercall.com/confcommon/surchargecode,509
g-lt,intercall.com/confcommon/surchargecode,510
g-lu,intercall.com/confcommon/surchargecode,511
g-lv,intercall.com/confcommon/surchargecode,512
g-mc,intercall.com/confcommon/surchargecode,513
g-mh,intercall.com/confcommon/surchargecode,514
g-mo,intercall.com/confcommon/surchargecode,515
g-ms,intercall.com/confcommon/surchargecode,516
g-mt,intercall.com/confcommon/surchargecode,517
g-mx,intercall.com/confcommon/surchargecode,518
g-my,intercall.com/confcommon/surchargecode,519
g-ni,intercall.com/confcommon/surchargecode,520
g-nl,intercall.com/confcommon/surchargecode,521
g-no,intercall.com/confcommon/surchargecode,522
g-nz,intercall.com/confcommon/surchargecode,523
g-om,intercall.com/confcommon/surchargecode,524
g-pa,intercall.com/confcommon/surchargecode,525
g-pe,intercall.com/confcommon/surchargecode,526
g-ph,intercall.com/confcommon/surchargecode,527
g-pk,intercall.com/confcommon/surchargecode,528
g-pl,intercall.com/confcommon/surchargecode,529
g-pr,intercall.com/confcommon/surchargecode,530
g-pt,intercall.com/confcommon/surchargecode,531
g-ro,intercall.com/confcommon/surchargecode,532
g-ru,intercall.com/confcommon/surchargecode,533
g-sa,intercall.com/confcommon/surchargecode,534
g-se,intercall.com/confcommon/surchargecode,535
g-sg,intercall.com/confcommon/surchargecode,536
g-si,intercall.com/confcommon/surchargecode,537
g-sk,intercall.com/confcommon/surchargecode,538
g-sm,intercall.com/confcommon/surchargecode,539
g-sv,intercall.com/confcommon/surchargecode,540
g-tbg,intercall.com/confcommon/surchargecode,541
g-tc,intercall.com/confcommon/surchargecode,542
g-th,intercall.com/confcommon/surchargecode,543
g-tw,intercall.com/confcommon/surchargecode,544
g-ua,intercall.com/confcommon/surchargecode,545
g-uk,intercall.com/confcommon/surchargecode,546
g-us,intercall.com/confcommon/surchargecode,547
g-uy,intercall.com/confcommon/surchargecode,548
g-va,intercall.com/confcommon/surchargecode,549
g-vc,intercall.com/confcommon/surchargecode,550
g-ve,intercall.com/confcommon/surchargecode,551
g-vg,intercall.com/confcommon/surchargecode,552
g-vi,intercall.com/confcommon/surchargecode,553
g-za,intercall.com/confcommon/surchargecode,554
ga,intercall.com/confcommon/surchargecode,555
gd,intercall.com/confcommon/surchargecode,556
