c_EntryPoint_Id,c__Version,c_CreationDate,c_UpdateDate,c_UID,c_EntryPointName,c_Url,c_Description
"1efb4b01-eb96-4498-9d7c-9d480126d843","1","","","","Admin","/MetraView/Admin/Logs.aspx","The Admin entry point for the site.  This requires the MetraView Admin capability."
